Introduction to Computer Science II
Tran Khoi Dang
50
4
SAT,S4
1,22110001,7.3,7.4,7.5,10
2,22110002,7.5,8.3,7.7,7.3
3,22110003,9.4,8.2,7.4,9
4,22110004,7.3,7,7.3,8.1
5,22110005,9.1,7.8,8.3,8.6
6,22110006,7.1,9.2,7.1,7.1
7,22110007,7.4,9.5,9.6,7.5
8,22110008,7.8,9.2,9.9,8.5
9,22110009,9.6,9.9,7.7,7.7
10,22110010,8,7.5,8.9,10
11,22110011,9.7,9.8,7.4,8.4
12,22110012,8.3,9.2,7,7.3
13,22110013,8.3,8.1,8.4,7.8
14,22110014,8.5,8.6,9.9,7.9
15,22110015,7.4,7,8.6,8.8
16,22110016,9.4,7.6,8.8,9.1
17,22110017,7.2,7.2,9.7,7.6
18,22110018,8,7.5,8.8,8.8
19,22110019,8.2,7.3,8.6,7
20,22110020,8.8,8.6,8.9,9.3
21,22110021,8.3,8.9,7.4,9.3
22,22110022,7.9,10,9.6,7.5
23,22110023,9.2,8.4,8.6,7.7
24,22110024,7.5,9.2,9.4,8.3
25,22110025,7.9,7.8,10,8.6
26,22110026,8.2,9.5,9.7,9.6
27,22110027,9.8,8.1,7.2,7.7
28,22110028,7.4,7.8,9.3,7.3
29,22110029,9,8.6,8,8
30,22110030,8.3,8.2,9.6,8.5
31,22110031,8.4,9.3,7.2,8
32,22110032,7.6,8.5,7.3,10
33,22110033,9.7,9.1,8.5,7.9
34,22110034,7.3,8.4,10,9.1
35,22110035,9.7,8.8,9.3,8.9
36,22110036,9.6,8.5,9.5,9.9
37,22110037,9.7,9.2,7.6,7
38,22110038,7.7,9.9,9.2,7.8
39,22110039,9.3,9.5,9.5,8.9
40,22110040,9.8,8.4,9.9,9.2
