General Physics II
Ngo Thanh Quan
50
4
WED,S3
1,22020001,9.4,9.4,9.2,7.1
2,22020002,7.1,8.4,7.5,7.6
3,22020003,8.4,8.9,9.8,8
4,22020004,8.9,8.2,7.7,8.6
5,22020005,9.5,8.7,9.6,8.5
6,22020006,10,9.8,8.1,8.9
7,22020007,8.8,9,7.7,9.6
8,22020008,9.6,7.2,10,7.9
9,22020009,8.9,9.2,8.1,8.5
10,22020010,8.4,9,8.1,7.1
11,22020011,7.7,8.7,8.1,10
12,22020012,8.3,8.5,7.4,9
13,22020013,8.2,8.7,9.6,8.6
14,22020014,8.9,9.4,9.4,8
15,22020015,8.9,8.1,8.5,7.7
16,22020016,7.8,8.6,8.1,8.7
17,22020017,7.5,9.5,7.1,8.4
18,22020018,7.7,7.6,8.5,8.1
19,22020019,7.7,9.3,9.8,7.6
20,22020020,7.8,9.2,7.8,8.7
21,22020021,8.2,7.4,8.6,9.4
22,22020022,8.5,9.8,8.2,7.4
23,22020023,7.4,7.6,8.1,8.6
24,22020024,9.9,9.9,8.2,9.6
25,22020025,8.6,9.9,7.9,9.1
26,22020026,8.4,7.1,7,9.4
27,22020027,9.6,7.5,9.9,7.5
28,22020028,7.5,7.3,9,8
29,22020029,9.4,8.8,8.3,7
30,22020030,9.5,9.7,7.1,9.6
31,22020031,9.8,7.1,9.1,7.9
32,22020032,8.9,8.5,9.9,9.7
33,22020033,8.8,9,9,9.2
34,22020034,8.5,7.5,7.2,8
35,22020035,8.2,8.4,10,9.4
36,22020036,8.6,9.7,9.8,8.3
37,22020037,8,9.6,7.3,9.2
38,22020038,7.5,7.6,7.1,9.2
39,22020039,9,7.9,8.3,9.9
40,22020040,7.6,8.6,8.1,10
