Introduction to Computer Science II
Bui Van Nghia
50
4
WED,S3
1,22044001,8.6,9.6,8.1,7.5
2,22044002,9,9.8,8.6,8
3,22044003,8.7,9,8,8.9
4,22044004,9,9.3,8.4,7.4
5,22044005,7.1,8.4,9.9,8.2
6,22044006,9.8,9.9,7.1,8.2
7,22044007,7.2,7.3,7.6,8.8
8,22044008,9.8,8.6,9.4,9.8
9,22044009,9.1,7.9,9.5,8.2
10,22044010,8.7,8.1,8.3,8.2
11,22044011,7.5,8.4,7.2,9.9
12,22044012,8.2,8.2,9.8,8.7
13,22044013,7.3,9.8,7.8,7.2
14,22044014,10,10,9.6,7.5
15,22044015,10,9.5,9.2,7.6
16,22044016,7.5,8.2,7.9,8
17,22044017,8.3,9.1,7.9,8.3
18,22044018,9.3,8.2,10,9.5
19,22044019,10,8.7,10,9.3
20,22044020,7.4,9.9,7.5,9.2
21,22044021,9.3,9.5,7.8,8.3
22,22044022,7.3,7.2,9.7,9.8
23,22044023,8.2,8.8,7.7,7.7
24,22044024,9.3,9.9,8,9.5
25,22044025,9.9,9,7.9,7.9
26,22044026,8.6,9,7.8,8.2
27,22044027,10,8,7.6,8.8
28,22044028,8.5,9.7,9.3,7.3
29,22044029,10,8.7,7.7,9.2
30,22044030,8.5,9.6,8.5,9.9
31,22044031,8.8,9.9,8.3,7.2
32,22044032,9.1,7.2,7.4,9.8
33,22044033,10,7.7,7,9.2
34,22044034,7.1,9.4,9.6,7
35,22044035,9.1,8.4,9.7,8.9
36,22044036,7,9.1,8.8,7.8
37,22044037,8,9.4,7.9,7
38,22044038,8.1,9.7,8,9.6
39,22044039,7.8,9.6,9.1,9.3
40,22044040,7.3,9.4,7.7,7.6
