Introduction to Computer Science II
Do Trung Duong
50
4
THU,S2
1,22090001,9.8,7.7,9.3,9
2,22090002,8.3,7.8,9.2,9.4
3,22090003,9.5,9,8.8,9.6
4,22090004,8.8,9.2,8.5,8.2
5,22090005,8.6,8.5,9.4,8.1
6,22090006,9.4,7.7,7.8,7.8
7,22090007,8.4,9,7,9
8,22090008,9.4,9.1,9.5,8.8
9,22090009,8,8,9.2,7.5
10,22090010,9.2,8.9,8.6,8.1
11,22090011,8.8,9.6,8.2,7.1
12,22090012,9.6,9.7,8,9
13,22090013,8.8,8.6,7.6,9.3
14,22090014,10,7.1,7.7,9.9
15,22090015,8.2,10,8.2,8.3
16,22090016,9.6,9.6,8.1,9.5
17,22090017,8.2,9.6,7.7,8.7
18,22090018,8.8,7.5,9.9,7.8
19,22090019,7.4,8.8,9,8.3
20,22090020,7.9,9.5,8.7,9.7
21,22090021,7.5,8.5,8,8.5
22,22090022,7,8.3,8,8.3
23,22090023,7.8,8.7,9.4,8.7
24,22090024,7.6,8.9,8,7
25,22090025,8.6,9.4,8.9,9.1
26,22090026,7.9,8,7.4,7.4
27,22090027,9.1,8.7,9.4,9.2
28,22090028,7.7,7.2,8.9,7.3
29,22090029,8.7,9.6,7.2,7.3
30,22090030,7.7,8.5,8.4,7.7
31,22090031,9,10,9.2,9.8
32,22090032,9.3,9.6,8.1,8.8
33,22090033,9.5,7.4,8,9.8
34,22090034,8,9.9,9.3,8.3
35,22090035,7.3,7.9,7.8,9.5
36,22090036,7,9.6,8,7.3
37,22090037,8.9,7.3,7.5,8.5
38,22090038,7.4,9.8,10,9.4
39,22090039,9.2,9.7,8.7,8.6
40,22090040,7.9,10,8.3,9.4
