Calculus II
Nguyen Khoi Tin
50
4
THU,S4
1,22030001,8.5,8.5,7.7,8.6
2,22030002,8.9,8.2,9.1,7.4
3,22030003,10,7.3,9.9,8.3
4,22030004,9.8,7,8.5,9.4
5,22030005,9.9,8.8,9.1,8.9
6,22030006,9.2,9.6,9.8,10
7,22030007,9.1,7.5,9,10
8,22030008,8.8,7.4,9,7.6
9,22030009,7.7,7.8,8.7,7.3
10,22030010,9.2,9.2,9.6,7.6
11,22030011,7.5,8.7,8.3,8.7
12,22030012,9.9,7.4,8.3,7.4
13,22030013,9.1,8,9.7,9.2
14,22030014,8.1,7.3,7.9,9.7
15,22030015,9,9,9.7,8.2
16,22030016,7.9,9.2,10,10
17,22030017,9.7,7.2,8.5,9.7
18,22030018,8,7.6,9.9,9
19,22030019,8.6,7,9.8,9.2
20,22030020,9.3,8.5,9.1,9.6
21,22030021,8.8,9.2,7.7,7.8
22,22030022,8.4,9.8,7.8,8.3
23,22030023,8.5,7.1,9.9,8.2
24,22030024,9.4,8.4,8.7,8.5
25,22030025,7.1,8,9.7,8.4
26,22030026,9.3,8.1,9.9,9.7
27,22030027,9.9,9,10,8.3
28,22030028,7.2,9.5,7.2,9.2
29,22030029,7.5,7.1,8.2,9.3
30,22030030,8.9,9.3,9.3,7.5
31,22030031,9.4,9.5,9.1,9.5
32,22030032,9.2,8.6,8.9,7.6
33,22030033,8.5,7.2,7,8.1
34,22030034,9.8,9,9.2,8.7
35,22030035,9.1,7.8,9,9.8
36,22030036,8.2,10,7.9,9.8
37,22030037,8,7.1,8.2,8.5
38,22030038,7.4,7,8.4,10
39,22030039,7.7,7.1,7.9,7.9
40,22030040,8.2,8.4,8,9.8
