Introduction to Computer Science II
Mai Khoi Nghia
50
4
WED,S1
1,22092001,7.8,8.6,7.1,7.2
2,22092002,9.6,8.3,8.8,8.6
3,22092003,8.5,9.2,8.8,8.3
4,22092004,9.5,9.4,7.3,8.3
5,22092005,7.1,9.1,8,8.2
6,22092006,8.5,8.2,7.3,7.9
7,22092007,7.9,10,10,7.1
8,22092008,9.3,7,7.4,8.8
9,22092009,8,7.1,9.6,8.1
10,22092010,8.4,8.7,9.5,7.8
11,22092011,9.5,9.3,7.5,7.5
12,22092012,8.9,8.8,8.6,8.6
13,22092013,7.3,7,8,9
14,22092014,9.4,7.6,9.8,8.7
15,22092015,8,8.2,8.2,8.6
16,22092016,8.5,8.6,9.3,9
17,22092017,9.2,7.8,8.4,9.5
18,22092018,10,7.4,9.1,7.8
19,22092019,7.4,9.3,8.9,8.1
20,22092020,9.2,8.5,8,7.6
21,22092021,8,9.2,8.8,9.5
22,22092022,8.3,10,8.2,7.3
23,22092023,9.7,7.6,9.4,7.6
24,22092024,9.6,8.2,9.9,9.4
25,22092025,9.2,9.4,7.7,8.8
26,22092026,7.4,7.1,9.3,10
27,22092027,8.2,7.1,9.7,8.6
28,22092028,9.4,9.9,9.2,7
29,22092029,8.9,8,9.6,9.9
30,22092030,7.6,9.4,9.1,8.9
31,22092031,7.1,7.8,9.9,7.5
32,22092032,9.8,8.4,7.2,7.4
33,22092033,9.7,7,7.5,9.6
34,22092034,8.9,8.3,9.3,8.1
35,22092035,9.5,10,8.5,7.6
36,22092036,8,8.2,7.4,9.6
37,22092037,8,7.4,8.2,7.9
38,22092038,9.2,9.6,7.3,8.2
39,22092039,8.2,7.6,7.8,8.4
40,22092040,9.3,7.1,9,8.5
