Calculus II
Le Trung An
50
4
WED,S1
1,22092001,7.9,8.8,9.6,9.1
2,22092002,9.6,7.4,7.5,7.1
3,22092003,9.1,9,8.3,8.6
4,22092004,7.4,8,8.9,7
5,22092005,9.6,9,9.2,8.1
6,22092006,8.7,8.8,8.5,7.9
7,22092007,7.2,8.8,7.8,7.9
8,22092008,8,7.5,8,9.3
9,22092009,7.3,7.1,7.5,9.1
10,22092010,9.7,7,7.4,8.9
11,22092011,8.8,7.8,8.1,7
12,22092012,8.7,7,8.7,9.4
13,22092013,8.4,9.7,8.2,9
14,22092014,9.6,7.6,9.7,9.7
15,22092015,8.2,9.8,9.5,7.4
16,22092016,8.2,9.8,8.6,8.8
17,22092017,9.4,10,9,7
18,22092018,8.1,8.2,7.8,8.6
19,22092019,7.9,8.5,9.1,8.3
20,22092020,9,8.1,10,7.4
21,22092021,7,7,7.2,7.9
22,22092022,9.2,8.3,7.6,7.4
23,22092023,8.4,9.4,8.1,7.1
24,22092024,9.8,8.3,9.7,9.1
25,22092025,9.3,8.1,10,7
26,22092026,8.4,9.4,8.7,7.1
27,22092027,7.3,8.3,8.6,8.8
28,22092028,7.7,10,7.1,7.1
29,22092029,7.2,8.5,9.2,9.4
30,22092030,9.5,8.8,9.6,9.5
31,22092031,7.6,7.7,9.1,8.4
32,22092032,9,9.1,8.7,9.4
33,22092033,9.5,7.2,7.8,8.2
34,22092034,8,7.4,10,7.9
35,22092035,9.5,7.5,9,9.2
36,22092036,9.9,7.9,9.6,7.6
37,22092037,8.7,7,9.4,7.1
38,22092038,8.9,8.7,8.5,8.9
39,22092039,7,8.6,7.9,8.1
40,22092040,7.4,8.5,9.3,9
