Introduction to Computer Science II
Vo Khoi Quan
50
4
MON,S1
1,22120001,9.1,9,8.2,8.9
2,22120002,7.3,9.8,7.1,9.4
3,22120003,9.4,8.9,7.3,7.3
4,22120004,8.8,7.3,7.3,9.9
5,22120005,7.9,9.9,7.7,8.6
6,22120006,8.8,9.8,8.3,10
7,22120007,9.6,8,8.1,9.6
8,22120008,8.2,7.8,10,7.9
9,22120009,9.5,9.5,10,8.3
10,22120010,8.9,8.7,9.8,9.6
11,22120011,7.8,9.9,7.7,8.7
12,22120012,9.2,7.8,8.4,8.2
13,22120013,8.4,7,7.2,8.3
14,22120014,7.1,8.5,9.9,8.2
15,22120015,8.1,8.5,7.9,9.6
16,22120016,9.8,8.9,7.3,8.4
17,22120017,7.3,8.2,9.7,8
18,22120018,8.8,7.6,7.9,8
19,22120019,9,7.3,7,8
20,22120020,9.4,9.5,9.7,9.7
21,22120021,9.5,10,7.1,8.8
22,22120022,9.4,7.6,9.7,7.5
23,22120023,7.2,7.8,9.4,7.7
24,22120024,7.6,8.2,8.6,8.7
25,22120025,9,7.1,8.2,9
26,22120026,8.3,7,7.7,8
27,22120027,9.7,9.1,7.1,10
28,22120028,8.6,9.7,8,9.6
29,22120029,7.5,8.5,7.8,9.9
30,22120030,7.5,8.3,7.8,8
31,22120031,7,9.3,9,9.3
32,22120032,8.3,8.2,9.1,9
33,22120033,7.1,8.9,8.2,7.2
34,22120034,7.8,9,9.5,9.8
35,22120035,7.2,8.1,8.5,8
36,22120036,8.3,7.7,9.3,8.9
37,22120037,9.2,8.6,8,9.9
38,22120038,7.5,7.7,7.7,9.9
39,22120039,8.6,7.7,7.7,8.5
40,22120040,8.6,7.9,7.2,8.4
