General Physics II
Nguyen Ha An
50
4
THU,S2
1,22102001,10,8.1,8.2,8.9
2,22102002,9.5,7.3,7.8,9.9
3,22102003,9.6,7.1,9.1,7.5
4,22102004,10,9.5,9.8,8.7
5,22102005,9.2,10,10,7.9
6,22102006,9.5,7.8,7.1,8.8
7,22102007,9.5,8.7,8.5,9.9
8,22102008,8.2,8.1,9.8,8
9,22102009,8.9,8.7,9.6,7.3
10,22102010,9.9,7.5,8.6,7.8
11,22102011,7,9.7,7.9,9
12,22102012,8,8.5,9.5,9.7
13,22102013,8.7,8.3,8.1,7.2
14,22102014,9.9,8.9,8,7.1
15,22102015,9.3,7.5,7.5,7
16,22102016,9.6,7.4,9.2,8.3
17,22102017,9.6,8.3,7.8,7.1
18,22102018,9,7.4,8.7,7.4
19,22102019,7.4,7.1,8.2,8
20,22102020,9.6,7.2,7.3,7.5
21,22102021,10,7.1,8.2,9.6
22,22102022,7.2,7.6,8.3,8.4
23,22102023,9,9.7,7.6,8
24,22102024,8.7,7,8.4,8.2
25,22102025,7.5,8.7,7.2,8.6
26,22102026,9.5,8.4,7.2,8.3
27,22102027,9.5,9.9,7.1,8.4
28,22102028,7.5,9.7,9.5,8.9
29,22102029,7,7.5,7,7.6
30,22102030,9.2,8.9,9.9,8.2
31,22102031,9.8,8.2,8.8,7.1
32,22102032,8.1,9.7,8.4,8.8
33,22102033,10,7.5,9.1,8.6
34,22102034,8.9,9.3,8.6,8.4
35,22102035,8.4,8.9,7.7,7.5
36,22102036,7.4,8.6,8.5,9.1
37,22102037,7.9,10,7.3,8.7
38,22102038,9.3,8.5,9.9,9.5
39,22102039,9.8,7.3,8.5,7.6
40,22102040,7.7,9.8,8.7,9.2
