General Chemistry II
Ngo Thi An
50
4
FRI,S1
1,22064001,9.2,8.8,8.1,7.2
2,22064002,8.9,8.8,7.3,8.3
3,22064003,8.4,8.4,8,9.8
4,22064004,8,9.9,9.3,8.5
5,22064005,7.5,9.7,8.7,8.3
6,22064006,8.6,8.1,9,9.6
7,22064007,9.8,8.3,9.7,7.3
8,22064008,9.9,7,7.1,10
9,22064009,8.7,8.6,9.7,8.8
10,22064010,7.2,7.9,9.7,7.8
11,22064011,9.4,7.9,8.9,9.4
12,22064012,10,8.1,9,8.8
13,22064013,7.8,9.7,10,8.8
14,22064014,7,7.6,9.6,9.6
15,22064015,7.7,7.9,9.6,9.4
16,22064016,9.9,8.1,7.2,7.2
17,22064017,9,9.5,8.8,7.2
18,22064018,9.2,7.7,9.3,9
19,22064019,7.3,8.5,8.2,8.6
20,22064020,9.9,7.5,7.8,7.4
21,22064021,8.5,8.5,7.7,8.2
22,22064022,9.4,9.9,8,8.6
23,22064023,9,9.7,7.8,7.3
24,22064024,9.7,7.1,7.3,8
25,22064025,9.3,8.5,9.9,8.4
26,22064026,8.4,8.3,9.5,7.7
27,22064027,7.1,9,7,8.4
28,22064028,8.2,7.7,7.7,8
29,22064029,7.8,7.9,9.1,7.3
30,22064030,8.8,8.5,8.1,9.8
31,22064031,7,7.2,9.4,8.1
32,22064032,8,8,8.4,7.1
33,22064033,7.5,9.7,7.5,7.5
34,22064034,10,9.5,9.2,9.2
35,22064035,8.8,9.6,8.5,9
36,22064036,8.5,7.8,8.6,8.9
37,22064037,9.3,8,8.3,8.6
38,22064038,7.6,9.4,9.2,8.2
39,22064039,8.9,7.4,9.6,8.2
40,22064040,7.1,8.4,9.1,9.2
