General Physics II
Ngo Thanh Huy
50
4
WED,S1
1,22080001,7.6,8.9,9.3,7.4
2,22080002,7,9.2,7.8,8.1
3,22080003,9.7,9.4,7.4,8.4
4,22080004,9.9,9.3,9.2,10
5,22080005,7.3,9.7,9.9,8.9
6,22080006,8.8,9,9.1,8.3
7,22080007,7.5,8.5,8.7,9.1
8,22080008,9,8,7.1,8.5
9,22080009,7.3,9,9.4,10
10,22080010,7.5,7.7,8.1,7.2
11,22080011,8.4,8.1,9.8,7.2
12,22080012,8.2,9.9,9.6,7.8
13,22080013,9.1,9.8,8.5,8
14,22080014,7.8,9.8,8.4,7.3
15,22080015,7.2,7.8,9.6,8.6
16,22080016,7.5,7.4,7.1,7.1
17,22080017,8.2,7.1,9.7,7.2
18,22080018,10,8.7,9.1,9.5
19,22080019,7,9.9,10,7
20,22080020,7.1,8.7,7.8,7.5
21,22080021,7,7,7.1,7
22,22080022,8.4,9.3,9.7,7.1
23,22080023,8.3,8.1,8.8,10
24,22080024,7.6,10,9.1,8.6
25,22080025,8.7,8.7,9.9,7.5
26,22080026,9,9.6,9.2,8
27,22080027,8.6,9.3,9.7,7.5
28,22080028,7.8,8.3,8.9,9.6
29,22080029,9.4,7.6,9.8,7.7
30,22080030,9.9,10,7.4,7
31,22080031,9.9,9.3,7.2,7.7
32,22080032,7.5,8.7,9.9,9.1
33,22080033,9.1,8.4,8.7,8.5
34,22080034,9.1,7.9,7.7,8.5
35,22080035,8.7,8.5,9.3,7.5
36,22080036,8.9,8,9.9,8.9
37,22080037,7.9,9.7,7.3,7.2
38,22080038,9.3,7.3,8.9,7.2
39,22080039,9.9,9.3,8.5,7.6
40,22080040,9.1,8.9,9.7,8.3
