General Physics II
Ngo Ha Quan
50
4
TUE,S2
1,22022001,7,8.4,10,7.8
2,22022002,8.5,9,7,8.3
3,22022003,7.1,8.1,8.6,7.1
4,22022004,10,9.4,9.6,8.9
5,22022005,8,8.5,8.7,8.1
6,22022006,9.4,8.6,7.3,8.1
7,22022007,7,8.8,9.1,10
8,22022008,8.6,7.5,9.1,9.5
9,22022009,7.5,7.8,8.9,7.5
10,22022010,7.6,10,9.6,8.5
11,22022011,7.7,9.7,8,9.2
12,22022012,9.1,9.3,8.2,7.5
13,22022013,9.2,7.4,8.6,8.7
14,22022014,8.5,8.1,7.1,7.4
15,22022015,9.3,7.7,9.4,9.5
16,22022016,8.8,8.6,9.8,8.6
17,22022017,8,9.5,7.9,9.6
18,22022018,8.1,9.4,7.5,8.7
19,22022019,9.9,7.7,8.8,8.7
20,22022020,9.3,7.8,9.1,7.6
21,22022021,7.5,9.2,7.3,9.2
22,22022022,8,7.5,7.1,9.6
23,22022023,8.3,7.1,8.1,7.8
24,22022024,9.3,9.1,8.2,7
25,22022025,9.7,9.8,9.7,8
26,22022026,7.5,8.8,8.6,7.8
27,22022027,8.3,9.3,8.1,8.3
28,22022028,9.4,8.7,8,8.1
29,22022029,7.1,8.2,7.1,9.1
30,22022030,8.9,7.3,9.8,7.8
31,22022031,9.2,7.7,7.1,9
32,22022032,8,9.8,8,8.8
33,22022033,7.2,7.2,7.1,8.6
34,22022034,7.4,7.4,9.9,9.2
35,22022035,9.6,8.5,9.5,7.2
36,22022036,9.4,7.1,7.9,9.3
37,22022037,8.6,7,7.3,8.4
38,22022038,7.3,8.3,7,9.4
39,22022039,7.3,9,8.6,7.6
40,22022040,10,9.1,9.1,7
