Introduction to Computer Science II
Bui Van An
50
4
TUE,S4
1,22082001,9.9,8.2,8.8,7.1
2,22082002,9.5,7.4,8.2,8
3,22082003,8.5,9.5,7.4,8.3
4,22082004,9.7,8.3,7.9,8.6
5,22082005,7.3,8.6,8.3,7.5
6,22082006,7.6,8.4,7.3,7.6
7,22082007,9.5,7.9,8.4,8.3
8,22082008,7.3,10,7.5,8.7
9,22082009,8.5,8.9,9.6,8.3
10,22082010,8.6,9,9,7.3
11,22082011,9.8,7.5,7,7.4
12,22082012,8,8.8,8.2,9.6
13,22082013,7.4,7.8,7.8,7.7
14,22082014,9,7.6,8.4,7.2
15,22082015,8.9,9.1,7.1,9.5
16,22082016,7.7,7.5,7,10
17,22082017,10,7.6,8.1,8.7
18,22082018,7.2,9,7.5,9.5
19,22082019,8.2,9.8,7.8,7.2
20,22082020,7,8.3,7.8,8.4
21,22082021,8.6,9.1,8.8,9.8
22,22082022,8.6,7.6,9.9,7
23,22082023,7.5,9.9,8.8,8.1
24,22082024,9.4,7.4,8.6,8.9
25,22082025,8.2,8.2,9.5,8.8
26,22082026,8.5,8.4,8.3,7.9
27,22082027,9.1,9.8,8.4,9.5
28,22082028,7.9,7.3,9.3,9.9
29,22082029,7.1,9.1,7.1,9.1
30,22082030,9.9,9.2,7.3,8.3
31,22082031,8.4,7.7,9.9,8.7
32,22082032,8.9,8.3,7.7,7.1
33,22082033,8,9.3,9.5,7.9
34,22082034,9.5,7.4,7.5,8.5
35,22082035,7.3,8.6,9.9,9.1
36,22082036,9,8.8,7.3,9.7
37,22082037,7.2,8.8,7,8.8
38,22082038,9.6,9.5,9.6,9.8
39,22082039,7.4,7.1,9.8,8.5
40,22082040,9.3,8.6,7,9.8
