Calculus II
Bui Binh Nghia
50
4
THU,S2
1,22102001,8.3,7.9,8,9.5
2,22102002,7.8,8.9,8.4,8
3,22102003,7.3,7.6,8.2,7.5
4,22102004,7.9,8.8,8.1,8.8
5,22102005,7.6,7.7,8.4,7.9
6,22102006,9.8,8.9,7.2,8.4
7,22102007,7.5,7.6,7,8.9
8,22102008,7.3,8.7,9.8,8.5
9,22102009,9.2,7.6,8,8.4
10,22102010,8.7,8.7,8.5,9.9
11,22102011,9.2,7,9,7.5
12,22102012,9.1,8.5,7.2,9.2
13,22102013,7.3,8.6,9.2,9.9
14,22102014,9.6,9.6,8.8,8.6
15,22102015,8.9,9.7,7.5,7.9
16,22102016,8.7,8,7.4,10
17,22102017,8.2,9.6,8,9.2
18,22102018,7.1,9.8,7.9,7.3
19,22102019,9.2,7.6,9.9,9.6
20,22102020,9.4,9.5,9.7,8.6
21,22102021,9.2,9.3,10,8
22,22102022,7.7,9.4,8.8,7.7
23,22102023,9.3,8,10,9.7
24,22102024,8.4,7.7,9.5,8
25,22102025,7.5,8.4,9.2,9.3
26,22102026,8.3,9.4,9.1,9.2
27,22102027,9.6,9.3,7.1,7
28,22102028,8.8,9.6,7.6,7.3
29,22102029,7.8,8.2,9.7,10
30,22102030,9,7.4,7.8,7.5
31,22102031,8.1,7.4,9.8,7.3
32,22102032,7.8,9,7.9,9
33,22102033,9.5,9.8,7.7,8.7
34,22102034,7.1,8.3,8.3,9.5
35,22102035,7.3,9.7,7.8,7.3
36,22102036,9.3,9.7,8,9.2
37,22102037,7.5,9,7.9,7.9
38,22102038,7.5,8.7,9.6,7
39,22102039,8.6,8.5,9.9,8.2
40,22102040,9.5,9.5,9.5,8.3
