Introduction to Computer Science II
Ngo Thi Huy
50
4
MON,S3
1,22084001,9.3,7.5,7.1,8.3
2,22084002,8.7,9.5,7.7,8.1
3,22084003,7.8,8.1,7.4,7.4
4,22084004,7.9,8.2,7.4,8.5
5,22084005,7.1,8.7,7.7,8.3
6,22084006,9.5,8.6,9.8,8.2
7,22084007,7.4,9.7,9.1,7.6
8,22084008,7.6,7.1,9.3,9.3
9,22084009,7.8,9.7,10,8.3
10,22084010,9,8.2,7.3,8.4
11,22084011,9.3,7.6,7.1,8.6
12,22084012,9.9,8.7,9.6,7.9
13,22084013,10,9,7.5,7.5
14,22084014,8.7,8.4,8.8,7.3
15,22084015,9.1,9.2,9.2,9.3
16,22084016,8.3,9.8,9.8,8.8
17,22084017,9.3,7.7,7.7,9
18,22084018,7.9,7.6,7.4,9.7
19,22084019,8.5,7.2,7.8,9.6
20,22084020,9.1,9.3,9.1,8.1
21,22084021,9.7,9.9,9.6,8
22,22084022,8.5,8.5,7.4,8.9
23,22084023,7.4,8.3,9.1,7.5
24,22084024,7.7,9.9,9.6,8.6
25,22084025,7,7.2,8.7,7.2
26,22084026,7.4,9.4,7.6,8.1
27,22084027,9.4,8.7,7.2,9
28,22084028,7.3,8.1,8.8,7.8
29,22084029,9,7.5,7.9,8.2
30,22084030,8.3,7.9,9.4,8.6
31,22084031,7.7,7.2,8.4,10
32,22084032,7.1,7.8,7.9,8
33,22084033,9.8,7.2,7.3,9
34,22084034,7.6,7,9.7,7.5
35,22084035,9.3,8,7.1,9
36,22084036,8.2,7.8,7.7,7.2
37,22084037,7.3,7.2,9.1,10
38,22084038,9.4,9.9,8.9,7
39,22084039,8.9,9.2,7.7,7.2
40,22084040,9,8.4,9.9,8.6
